name,partition,description,value,voices
Mixtuur,,,"4-5 st.",NULL
Dulciaan,,,16',NULL
Prestant,,,8',NULL
Holpijp,,,8',NULL
Octaaf,,,4',NULL
Roerfluit,,,4',NULL
Octaaf,,,2',NULL
Mixtuur,,,"4-5 st.",NULL
Dulciaan,,,16',NULL
Prestant,,,8',NULL
Holpijp,,,8',NULL
Octaaf,,,4',NULL
Roerfluit,,,4',NULL
Octaaf,,,2',NULL
Mixtuur,,,"4-5 st.",NULL
Dulciaan,,,16',NULL
Prestant,,,8',NULL
Holpijp,,,8',NULL
Octaaf,,,4',NULL
Roerfluit,,,4',NULL
Octaaf,,,2',NULL
Mixtuur,,,"4-5 st.",NULL
Dulciaan,,,16',NULL
Subbas,,,16',NULL
Bourdon,,,16',NULL
Prestant,,,8',NULL
Fluit,,,8',NULL
Dolce,,,8',NULL
Octaaf,,,4',NULL
Doublet,,,2',NULL
Trompet,,,8',NULL
Holpijp,,,8',NULL
"Viola di Gamba",,,8',NULL
"Voix Céleste",,,8',NULL
Violine,,,4',NULL
Piccolo,,,2',NULL
"Basson Hobo",,,8',NULL
Subbas,,,16',NULL
Octaaffluit,,,8',NULL
Bourdon,,,16',NULL
Prestant,,,8',NULL
Fluit,,,8',NULL
Dolce,,,8',NULL
Octaaf,,,4',NULL
Doublet,,,2',NULL
Trompet,,,8',NULL
Holpijp,,,8',NULL
"Viola di Gamba",,,8',NULL
"Voix Céleste",,,8',NULL
Violine,,,4',NULL
Piccolo,,,2',NULL
"Basson Hobo",,,8',NULL
Subbas,,,16',NULL
Octaaffluit,,,8',NULL
Bourdon,,,16',NULL
Prestant,,,8',NULL
Fluit,,,8',NULL
Dolce,,,8',NULL
Octaaf,,,4',NULL
Doublet,,,2',NULL
Trompet,,,8',NULL
Holpijp,,,8',NULL
"Viola di Gamba",,,8',NULL
"Voix Céleste",,,8',NULL
Violine,,,4',NULL
Piccolo,,,2',NULL
"Basson Hobo",,,8',NULL
Subbas,,,16',NULL
Octaaffluit,,,8',NULL
Bourdon,,,16',NULL
Prestant,,,8',NULL
Fluit,,,8',NULL
Dolce,,,8',NULL
Octaaf,,,4',NULL
Doublet,,,2',NULL
Trompet,,,8',NULL
Holpijp,,,8',NULL
"Viola di Gamba",,,8',NULL
"Voix Céleste",,,8',NULL
Violine,,,4',NULL
Piccolo,,,2',NULL
"Basson Hobo",,,8',NULL
Subbas,,,16',NULL
Octaaffluit,,,8',NULL
Bourdon,,,16',NULL
Prestant,,,8',NULL
Fluit,,,8',NULL
Dolce,,,8',NULL
Octaaf,,,4',NULL
Doublet,,,2',NULL
Trompet,,,8',NULL
Holpijp,,,8',NULL
"Viola di Gamba",,,8',NULL
"Voix Céleste",,,8',NULL
Violine,,,4',NULL
Piccolo,,,2',NULL
"Basson Hobo",,,8',NULL
Subbas,,,16',NULL
Octaaffluit,,,8',NULL
Bourdon,,,8',NULL
Prestant,,,4',NULL
Salicionaal,,,8',NULL
Zweving,,,8',NULL
"Nachthoorn gedekt",,,40,NULL
Subbas,,,16',NULL
Gedekt,,,8',NULL
Fluit,,,4',NULL
Bourdon,D,,16',NULL
Prestant,,"Staat vanaf F in het front. Op de lade staat fis² tot en met f³, dit gedeelte spreekt met dubbelkoor.",8',NULL
Holpijp,,"Is vanaf c¹ als Roerfluit uitgevoerd.",8',NULL
Octaaf,,,4',NULL
Fluit,,"Vanaf c als Roerfluit uitgevoerd.",4',NULL
Octaaf,,,2',NULL
Mixtuur,,,"2-3-4 st.","<table style="width: 262.05px;""> <tbody> <tr> <td style=""width: 44px;"">C<br>1 1/3<br>1<br>2/3<br>1/2</td> <td style=""width: 42px;"">c<br>2<br>1 1/3<br>1<br>2/3</td> <td style=""width: 43px;"">c&sup1;<br>2 2/3<br>2<br>1 1/3<br>1</td> <td style=""width: 44px;"">c&sup2;<br>4<br>2 2/3<br>2<br>1 1/3</td> <td style=""width: 48.05px;"">f&sup2;<br>4<br>2 2/3<br>2<br>2</td> </tr> </tbody> </table>""
Bourdon,D,,16',NULL
Prestant,,,8',NULL
Holpijp,,,8',NULL
Octaaf,,,4',NULL
Fluit,,,4',NULL
Octaaf,,,2',NULL
Mixtuur,,,"2-3-4 st.",NULL
Bourdon,D,,16',NULL
Prestant,,,8',NULL
Holpijp,,,8',NULL
Octaaf,,,4',NULL
Fluit,,,4',NULL
Octaaf,,,2',NULL
Viola,,,8',NULL
Bourdon,D,,16',NULL
Prestant,,"Staat vanaf F in het front. Op de lade staat fis² tot en met f³, dit gedeelte spreekt nog met dubbelkoor.",8,NULL
Holpijp,,"Is vanaf c¹ als Roerfluit uitgevoerd, ",8',NULL
Octaaf,,,4',NULL
Fluit,,"Vanaf c als Roerfluit.",4',NULL
Octaaf,,,2',NULL
Viola,,"vanaf c",8',NULL
Bourdon,D,"In de hoeden zijn krantenfragmenten uit 1792, 1837 en 1841 aangetroffen. ",16',NULL
Prestant,,"Dubbelkoor stom gemaakt. Staat vanaf F in het front, fis² tot en met f³ staan op de lade, dit gedeelte spreekt nog met dubbelkoor.",8',NULL
Holpijp,,"Vanaf c1 als Roerfluit uitgevoerd.",8',NULL
Octaaf,,,4',NULL
Fluit,,"Vanaf c als Roerfluit. ",4',NULL
Octaaf,,,2',NULL
Viola,,"vanaf c",8',NULL
Bourdon,D,"In de hoeden zijn krantenfragmenten uit 1792, 1837 en 1841 aangetroffen. ",16',NULL
Prestant,,"Dubbelkoor stom gemaakt. Staat vanaf F in het front. Op de lade staat fis2 tot en met f3, dit gedeelte spreekt nog met dubbelkoor. ",8',NULL
Holpijp,,"Vanaf c¹ als Roerfluit uitgevoerd.",8',NULL
Octaaf,,,4',NULL
Fluit,,"Vanaf c als Roerfluit. ",4',NULL
Octaaf,,,2',NULL
Viola,,"vanaf c",8',NULL
Bourdon,D,"In de hoeden  zijn krantenfragmenten uit 1792, 1837 en 1841 aangetroffen.",16',NULL
Prestant,,"Discant dubbel vanaf fis².  Staat vanaf F in het front. Op de lade staat fis2 tot en met f3, dit gedeelte spreekt nog met dubbelkoor. ",8',NULL
Holpijp,,"Vanaf c¹ als Roerfluit.",8',NULL
Octaaf,,,4',NULL
Fluit,,"Vanaf c als Roerfluit.",4',NULL
Octaaf,,,2',NULL
Mixtuur,B/D,,"4 st.","<table style="width: 200px;""> <tbody> <tr> <td style=""width: 41px;"">C<br>1 1/3<br>1<br>2/3<br>1/2</td> <td style=""width: 38px;"">c<br>2<br>1 1/3<br>1<br>2/3</td> <td style=""width: 38.4px;"">c1<br>2 2/3<br>2<br>1 1/3<br>1</td> <td style=""width: 52.6px;"">c2<br>4<br>2 2/3<br>2<br>1 1/3</td> </tr> </tbody> </table> <p>&nbsp;</p>""
Bourdon,,"De bas is van eiken en staat afgevoerd tussen lade en front, het vervolg van dit register is van metaal en staat op de lade.",16',NULL
Prestant,,"Van C-a¹ staat in het front (torens en onderste tussenvelden), het vervolg staat op de lade.",8',NULL
Bourdon,,"Het groot octaaf is van eiken en staat afgevoerd tussen lade en front.",8',NULL
Octaaf,,"In de bas zijn stemkrullen aanwezig, de overige pijpen zijn op lengte gesneden.",4',NULL
Fluit,,"C-f² is gedekt, het vervolg is conisch, open.",4',NULL
Quint,,"Is uitgevoerd in prestantmensuur en van C-e van stemkrullen voorzien.",3',NULL
Octaaf,,,2',NULL
Mixtuur,,,"3-4 st.","<table style="width: 301px; height: 441px;""> <tbody> <tr style=""height: 207px;""> <td style=""width: 51.0167px; height: 207px;""> <p><br><br>C<br>2<br>1 1/3<br>1<br><br><br><br><br><br><br><br><br><br><br><br><br></p> <p><br><br><br><br><br></p> </td> <td style=""width: 54.1833px; height: 207px;"">c<br>2 2/3<br>2<br>1 1/3<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br></td> <td style=""width: 51.0167px; height: 207px;"">c1<br>4<br>2 2/3<br>2<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br></td> <td style=""width: 50.2167px; height: 207px;"">c2<br>5 1/3<br>4<br>2 2/3<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br></td> <td style=""width: 62.9667px; height: 207px;"">c3<br>8<br>5 1/3<br>4<br>2 2/3<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br></td> </tr> </tbody> </table> <p>&nbsp;</p>""
Trompet,B/D,"Metalen stevels en bekers en loden koppen. Om de stevels zijn messing banden aangebracht",8',NULL
Prestant,,"Is van C-H gecombineerd met Holpijp 8'.",8',NULL
Holpijp,,"Het groot octaaf is van eiken, het vervolg van metaal.",8',NULL
"Viola di Gamba",,,8',NULL
"Flute douce",,"Van C-f² gedekt, de overige pijpen zijn open.",4',NULL
Woudfluit,,"Is geheel open, cilindrisch.",2',NULL
Prestant,,,8',NULL
Bourdon,,,8',NULL
Gemshoorn,,,4',NULL
Mixtuur,,,"3-4 st.",NULL
"Viola di Gamba",,,8',NULL
"Vox Cealestis",,,8',NULL
Nachthoorn,,,8',NULL
"Fluit Harmonique",,,4',NULL
Nasard,,,"2  2/3'",NULL
Woudfluit,,,2',NULL
Terts,,,"1  3/5'",NULL
Hobo,,,8',NULL
Subbas,,,16',NULL
Gedekt,,unit,8',NULL
Fluit,,unit,4',NULL
Prestant,,,8',NULL
Bourdon,,,8',NULL
Gemshoorn,,,4',NULL
Mixtuur,,,"3-4 st.",NULL
"Viola di Gamba",,,8',NULL
"Vox Caelestis",,,8',NULL
"Fluit Harmonique",,,4',NULL
Nasard,,,3',NULL
Woudfluit,,,2',NULL
Terts,,,"1  3/5'",NULL
Hobo,,,8',NULL
Subbas,,,16',NULL
Gedekt,,unit,8',NULL
Fluit,,unit,4',NULL
Prestant,,,8',NULL
Bourdon,,,8',NULL
Gemshoorn,,,4',NULL
Mixtuur,,,"3-4 st.",NULL
"Viola di Gamba",,,8',NULL
"Vox Caelestis",,,8',NULL
Nachthoorn,,,8',NULL
"Fluit Harmonique",,,4',NULL
Nasard,,,"2  2/3'",NULL
Woudfluit,,,2',NULL
Terts,,,"1  3/5'",NULL
Hobo,,,8',NULL
Subbas,,,16',NULL
Gedekt,,unit,8',NULL
Fluit,,unit,4',NULL
Prestant,,,8',NULL
Bourdon,,,8',NULL
Gemshoorn,,,4',NULL
Mixtuur,,,"3-4 st.",NULL
Trompet,,,8',NULL
Prestant,,,8',NULL
Vioolprestant,,,8',NULL
Bourdon,,,8',NULL
Oktaaf,,,4',NULL
Quint,,,3',NULL
Oktaaf,,,2',NULL
Mixtuur,,,"3-4 st.",NULL
Trompet,,,8',NULL
Nachthoorn,,,8',NULL
"Viola di Gamba",,,8',NULL
"Vox Caelestis",,,8',NULL
"Fluit Harmonique",,,4',NULL
Nasard,,,3',NULL
Woudfluit,,,2',NULL
Terts,,,"1  3/5'",NULL
"Hobo (Klarinet)",,,8',NULL
Prestant,,,16',NULL
Subbas,,,16',NULL
Oktaafbas,,,8',NULL
Gedekt,,,8',NULL
Fluit,,,4',NULL
Bazuin,,,16',NULL
Trombone,,,8',NULL
Klaroen,,,4',NULL
"Violon TC",,,16',NULL
Bourdon,,,16',NULL
"Vox Humana TC",,,16',NULL
Trumpet,,,8',NULL
"Open Diapason",,,8',NULL
"Tibia Clausa",,,8',NULL
Gamba,,,8',NULL
Hohlflute,,,8',NULL
"Vox Humana",,,8',NULL
Octava,,,4',NULL
"Piccolo Tibia",,,4',NULL
Violine,,,4',NULL
Gedackt,,,4',NULL
"Vox Humana",,,4',NULL
Flautino,,,2',NULL
Chrysoglott,,,NULL,NULL
Snaredrum,,,NULL,NULL
Tambourine,,,NULL,NULL
Castagnets,,,NULL,NULL
Jazz-block,,,NULL,NULL
Jazz-tom,,,NULL,NULL
Sleighbells,,,NULL,NULL
Vibraphone,,,NULL,NULL
"Vibraphone Damper",,,NULL,NULL
Trumpet,,"2nd touch",8',NULL
"Tibia Clausa",,"2nd touch",8',NULL
"Cathedral Chimes",,"2nd touch",NULL,NULL
Tringle,,"2nd touch",NULL,NULL
"Tibia Clausa TC",,,16',NULL
Bourdon,,,16',NULL
"Vox Humana TC",,,16',NULL
Trumpet,,,8',NULL
"Open Diapason",,,8',NULL
"Tibia Clausa",,,8',NULL
"Stopped Diapason",,,8',NULL
Gambe,,,8',NULL
"Vox Humana",,,8',NULL
Principal,,,4',NULL
Piccolo,,,4',NULL
Violine,,,4',NULL
Gedackt,,,4',NULL
"Twelfth Tibia",,,"2  2/3'",NULL
Twelfth,,,"2  2/3'",NULL
"Piccolo Tibia",,,2',NULL
Piccolo,,,2',NULL
Tierce,,,"1  3/5'",NULL
"Cathedral Chimes",,,NULL,NULL
Xylophone,,,NULL,NULL
Carillon,,,NULL,NULL
Chrysoglott,,,NULL,NULL
Trumpet,,,16',"<p>2nd touch</p>"
"Tibia Clausa",,"2nd touch",8',NULL
Subbas,,,16',NULL
Trumpet,,,8',NULL
"Open Diapason",,,8',NULL
"Tibia Clausa",,,8',NULL
Bourdon,,,8',NULL
Violon,,,8',NULL
"Bass Drum",,,NULL,NULL
"Kettle Drum",,,NULL,NULL
Cymbel,,,NULL,NULL
"Crash Cymbel",,,NULL,NULL
Prestant,,,16',NULL
Roerfluit,,,16',NULL
"Kromhoorn TC",,,16',NULL
Schalmei,,,8',NULL
Principaal,,,8',NULL
Praestant,,,8',NULL
Quintadena,,,8',NULL
Violon,,,8',NULL
Gemshoorn,,,8',NULL
Fluit,,,8',NULL
"Vox Humana",,,8',NULL
Roerfluit,,,"5  1/3'",NULL
Octaaf,,,4',NULL
Roerfluit,,,4',NULL
Fluit,,,"2  2/3'",NULL
Fluit,,,2',NULL
Roerfluit,,,"1  1/5'",NULL
"Mixtuur 2'",,,"5 st.","<table style="width: 279px;""> <tbody> <tr> <td style=""width: 41px;"">C<br>2<br>1 1/3<br>1<br>2/3<br>1/2</td> <td style=""width: 38px;"">c<br>2 2/3<br>2<br>1 1/3<br>1<br>2/3</td> <td style=""width: 44px;"">c&sup1;<br>4<br>2 2/3<br>2<br>1 1/3<br>1</td> <td style=""width: 51.7167px;"">c<br>5 1/3<br>4<br>2 2/3<br>2<br>1 1/3</td> <td style=""width: 67.2833px;"">c<br>8<br>5 1/3<br>4<br>2 2/3<br>2</td> </tr> </tbody> </table>""
Klokken,,,NULL,NULL
Xylophone,,,NULL,NULL
Harp,,,NULL,NULL
"Kleine trom",,,NULL,NULL
Tamboerijn,,,NULL,NULL
Castagnetten,,,NULL,NULL
Jazz-blok,,,NULL,NULL
Jazz-tom,,,NULL,NULL
Sleebellen,,,NULL,NULL
"Harp vibraphone",,,NULL,NULL
"Gedempte harp",,,NULL,NULL
Triangel,,,NULL,NULL
"Quintadena TC",,,16',NULL
"Violon TC",,,16',NULL
"Vox Humana TC",,,16',NULL
Schalmei,,,8',NULL
Octaaf,,,8',NULL
Roerfluit,,,8',NULL
Quintadena,,,8',NULL
Violon,,,8',NULL
"Voix Céleste",,,8',NULL
Gemshoorn,,,8',NULL
Kromhoorn,,,8',NULL
Principaal,,,4',NULL
Violon,,,4',NULL
Fluit,,,4',NULL
"Vox Humana",,,4',NULL
Roerfluit,,,"2  2/3'",NULL
Roerfluit,,,2',NULL
Fluit,,,"1  3/5'",NULL
Fluit,,,"1  1/3'",NULL
Roerfluit,,,1',NULL
"Mixtuur 1  1/3''",,,"5 st.",NULL
Klokken,,,NULL,NULL
Carillon,,,NULL,NULL
Harp,,,NULL,NULL
"Kleine trom",,,NULL,NULL
Tamboerijn,,,NULL,NULL
Castagnetten,,,NULL,NULL
Jazz-blok,,,NULL,NULL
Jazz-tom,,,NULL,NULL
Sleebellen,,,NULL,NULL
"Harp vibraphone",,,NULL,NULL
"Gedempte harp",,,NULL,NULL
Triangel,,,NULL,NULL
Fluit,,"(Grootoctaaf 10  2/3')",32',NULL
Fluit,,,16',NULL
Schalmei,,,8',NULL
Praestant,,,8',NULL
Octaafbas,,,8',NULL
Roerfluit,,,8',NULL
Quintadena,,,8',NULL
Fluit,,,8',NULL
Violon,,,8',NULL
Gemshoorn,,,8',NULL
Octaafbas,,,4',NULL
Principaal,,,4',NULL
Quintadena,,,4',NULL
Fluit,,,4',NULL
Gemshoorn,,,4',NULL
Kromhoorn,,,4',NULL
Octaaf,,,2',NULL
"Vox Humana",,,2',NULL
Violon,,,"1  1/3'",NULL
"Mixtuur 2'",,,"5 sterk",NULL
Paukenslag,,,NULL,NULL
Trom,,,NULL,NULL
Roffel,,,NULL,NULL
Bekkenslag,,,NULL,NULL
"Bekkenslag II",,,NULL,NULL
"Violon TC",,,16',NULL
Bourdon,,,16',NULL
"Vox Humana TC",,,16',NULL
Trumpet,,,8',NULL
"Open Diapason",,,8',NULL
"Tibia Clausa",,,8',NULL
Gamba,,,8',NULL
Hohlflute,,,8',NULL
"Vox Humana",,,8',NULL
Octava,,,4',NULL
"Piccolo Tibia",,,4',NULL
Violine,,,4',NULL
Gedackt,,,4',NULL
"Vox Humana",,,4',NULL
Fluitino,,,2',NULL
Chrysoglott,,,NULL,NULL
Snaredrum,,,NULL,NULL
Tambourine,,,NULL,NULL
Castagnets,,,NULL,NULL
Jazz-block,,,NULL,NULL
Jazz-tom,,,NULL,NULL
Sleighbells,,,NULL,NULL
Vibraphone,,,NULL,NULL
"Vibraphone Damper",,,NULL,NULL
Trumpet,,"2nd touch",8',NULL
"Tibia Clausa",,"2nd touch",8',NULL
"Cathedral Chimes",,"2nd touch",NULL,NULL
Triangle,,"2nd touch",NULL,NULL
"Tibia Clausa TC",,,16',NULL
Bourdon,,,16',NULL
"Vox Humana TC",,,16',NULL
Trumpet,,,8',NULL
"Open Diapason",,,8',NULL
"Tibia Clausa",,,8',NULL
"Stopped Diapason",,,8',NULL
Gambe,,,8',NULL
"Voix Céleste",,,8',NULL
"Vox Humana",,,8',NULL
Principal,,,4',NULL
Piccolo,,,4',NULL
Violine,,,4',NULL
Gedackt,,,4',NULL
"Twelfth Tibia",,,"2  2/3'",NULL
Twelfth,,,"2  2/3'",NULL
"Piccolo Tibia",,,2',NULL
Piccolo,,,2',NULL
Tierce,,,"1  3/5'",NULL
"Cathedral Chimes",,,NULL,NULL
Xylophone,,,NULL,NULL
Carillon,,,NULL,NULL
Chrysoglott,,,NULL,NULL
Trumpet,,"2nd touch",16',NULL
"Tibia Clausa",,"2nd touch",8',NULL
Subbas,,,16',NULL
Trumpet,,,8',NULL
"Open Diapason",,,8',NULL
"Tibia Clausa",,,8',NULL
Bourdon,,,8',NULL
Violon,,,8',NULL
"Bass Drum",,,NULL,NULL
"Kettle Drum",,,NULL,NULL
Cymbel,,,NULL,NULL
"Crash Cymbel",,,NULL,NULL
Prestant,,,8',NULL
Gemshoorn,,,8',NULL
Quintadena,,,8',NULL
Roerfluit,,,4',NULL
Octaaf,,,4',NULL
Nasard,,,"2  2/3'",NULL
"Mixtuur  2'",,,"5 st.","<table style="width: 258.267px;""> <tbody> <tr> <td style=""width: 46px;"">C<br>2<br>1 1/3<br>1<br>2/3<br>1/2</td> <td style=""width: 42px;"">c<br>2 2/3<br>2<br>1 1/3<br>1<br>1 1/3</td> <td style=""width: 42px;"">c1<br>4<br>2 2/3<br>2<br>1 1/3<br>1</td> <td style=""width: 44px;"">c<br>5 1/3<br>4<br>2 2/3<br>2<br>1 1/3</td> <td style=""width: 43.2667px;"">c<br>8<br>5 1/3<br>4<br>2 2/3<br>2</td> </tr> </tbody> </table> <p>&nbsp;</p>""
Nachthoorn,,,8',NULL
Roerfluit,,,8',NULL
Trompet,,,8',NULL
Fluit,,,4',NULL
Prestant,,,4',NULL
Quint,,,"2  2/3'",NULL
"Ripieno 2'",,,"2 st.",NULL
Subbas,,,16',NULL
Bourdon,,,8',NULL
Octaafbas,,,8',NULL
Kwintbas,,,"5  1/3'",NULL
Fluitbas,,,4',NULL
Octaafbas,,,4',NULL
Prestant,,,8',NULL
Gemshoorn,,,8',NULL
Quintadena,,,8',NULL
Roerfluit,,,4',NULL
Octaaf,,,4',NULL
Nasard,,,"2  2/3'",NULL
"Mixtuur  2'",,,"5 st.","<table style="width: 263.2px;""> <tbody> <tr> <td style=""width: 40px;"">C<br>2<br>1 1/3<br>1<br>2/3<br>1/2</td> <td style=""width: 44px;"">c<br>2 2/3<br>2<br>1 1/3<br>1<br>2/3</td> <td style=""width: 43px;"">c1<br>4<br>2 2/3<br>2<br>1 1/3<br>1</td> <td style=""width: 46px;"">c<br>5 1/3<br>4<br>2 1/3<br>2<br>1 1/3</td> <td style=""width: 50.2px;"">c<br>8<br>5 1/3<br>4<br>2 2/3<br>2</td> </tr> </tbody> </table>""
Nachthoorn,,,8',NULL
Roerfluit,,,8',NULL
Trompet,,,8',NULL
Fluit,,,4',NULL
Prestant,,,4',NULL
Quint,,,"2  2/3'",NULL
"Ripieno  2'",,,"2 st.",NULL
Subbas,,,16',NULL
Bourdon,,,8',NULL
Octaafbas,,,8',NULL
Kwintbas,,,"5  1/3'",NULL
Fluitbas,,,4',NULL
Octaafbas,,,4',NULL
Prestant,,,8',NULL
Gemshoorn,,,8',NULL
Roerfluit,,,8',NULL
Octaaf,,,4',NULL
Spitsfluit,,,4',NULL
"Fluit gedekt",,,4',NULL
Nasard,,,"2  2/3'",NULL
Octaaf,,,2',NULL
"Mixtuur  1  1/3'",,,"4 st.",NULL
Trompet,,,8',NULL
Principaal,,,8',NULL
Holpijp,,,8',NULL
Quintadena,,,8,NULL
Prestant,,,4',NULL
Roerfluit,,,4',NULL
Woudfluit,,,2',NULL
Quint,,,"1  1/3'",NULL
Sexquialtera,,,"2 st.",NULL
Dulciaan,,,8',NULL
Violonbas,,,16',NULL
Subbas,,,16',NULL
Zachtbas,,,16',NULL
Oktaafbas,,,8',NULL
Cello,,,8',NULL
Gedekt,,,8',NULL
Bourdon,,,8',NULL
Quintbas,,,"5  1/3'",NULL
Koraalbas,,,4',NULL
Fluitbas,,,4',NULL
Ruispijp,,,"3 st.","<p>2 2/3' - 2' - 1&nbsp; 1/3'</p>"
Fagot,,,16',NULL
"Hobo Basson",,,8',NULL
Principal,,,8',NULL
Bourdon,,,8',NULL
Octaaf,,,4',NULL
Fluit,B/D,,4',NULL
Quint,,,3',NULL
Octaaf,,,2',NULL
Cornet,D,,"3 st.",NULL
Holpijp,,,8',NULL
Viool,,,8',NULL
Gemshoorn,,,4',NULL
Fluit,,,4',NULL
Gemshoorn,,,2',NULL
Principal,,,8',NULL
Bourdon,,,8',NULL
Octaaf,,,4',NULL
Fluit,B/D,,4',NULL
Quint,,,3',NULL
Octaaf,,,2',NULL
Sexquialter,D,,"2 st.",NULL
Holpijp,,,8',NULL
Viool,,,8',NULL
Fluit,,,4',NULL
Nasard,,,3',NULL
Gemshoorn,,,2',NULL
Holpijp,,,8',NULL
Prestant,D,,8',NULL
Prestant,,,4',NULL
Fluit,,,4',NULL
Quint,,,3',NULL
Octaaf,,,2',NULL
Woudfluit,,,2',NULL
Mixtuur,,,"3-4 st.","<table style="width: 285.35px;""> <tbody> <tr> <td style=""width: 42px;"">C<br>1 1/3<br>1<br>2/3<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br></td> <td style=""width: 39px;"">c<br>2<br>1 1/3<br>1<br>2/3<br><br><br><br><br><br><br><br><br><br><br><br><br><br></td> <td style=""width: 43px;""> <p>c1<br>2 2/3<br>2</p> <p>1 1/3<br>1<br><br><br><br><br><br><br><br><br><br><br><br><br></p> </td> <td style=""width: 41px;"">C2<br>4<br>2 2/3<br>2<br>1 1/3<br><br><br><br><br><br><br><br><br><br><br><br><br><br></td> <td style=""width: 81.35px;"">C3<br>4 <br>2 2/3<br>2<br>2<br><br><br><br><br><br><br><br><br><br><br><br><br><br></td> </tr> </tbody> </table> <p>&nbsp;</p>""
Cornet,D,,"3 st.","<p>c1: 2&nbsp; 2/3' - 2' 1&nbsp; 3/5'</p>"
Sexquialter,D,,"2 sterk","<ul> <li>c1: 2&nbsp; 2/3' - 2' 1&nbsp; 3/5'</li> </ul>"
Holpijp,,,8',NULL
Viool,,,8',NULL
Gemshoorn,,,4',NULL
Fluit,,,4',NULL
Gemshoorn,,,2',NULL
Prestant,,,8',NULL
Bourdon,,,8',NULL
Fluit,,,4',NULL
Nasard,,,"2  2/3'",NULL
Salicionaal,,,8',NULL
Principaline,,,4',NULL
Flageolet,,,2',NULL
Spitsquint,,,"1  1/3'",NULL
Subbas,,,16',NULL
Gedektbas,,,8',NULL
Trompet,,"Het acht-voetskoor is verwijderd. Het overig pijpwerk is cilindrisch, open.",8',"<table style="width: 200px;""> <tbody> <tr> <td>c&sup1;<br>8<br>4<br>2 2/3<br>1 3/5</td> </tr> </tbody> </table>""
Prestant,,"Zes grootste pijpen vernieuwd",8',NULL
Octaaf,,,4',NULL
Quint,,,3',NULL
Spitsfluit,,,2',NULL
Cornet,D,,"4 st.","<p>c1: 4 - 2 2/3 - 2 - 1 3/5</p>"
Holpijp,,,8',NULL
Salicionaal,,,8',NULL
Roerfluit,,,4',NULL
Woudfluit,,"Geen pijpen aanwezig",2',NULL
Ruispijp,,"Geen pijpen aanwezig","2-3 st.",NULL
Nasard,,"Geen pijpen aanwezig","2 2/3''",NULL
Woudfluit,,"Geen pijpen aanwezig",2',NULL
Ruispijp,,"Geen pijpen aanwezig","2-3 st.",NULL
Nasard,,"Geen pijpen aanwezig","2 2/3'",NULL
Prinzipal,,,8',NULL
Gedackt,,,8',NULL
Prinzipal,,,4',NULL
Flöte,,,4',NULL
Flöte,,,2',NULL
Cornet,D,,"3 st.",NULL
Bourdon,,"De bas is van eiken en staat afgevoerd tussen lade en front; het vervolg van dit register is van metaal en staat op de lade. ",16',NULL
Prestant,,"Staat van C-a1 in het front (torens en onderste tussenvelden), het vervolg staat op de lade. ",8',NULL
Bourdon,,"Het groot octaaf is van eiken en staat afgevoerd tussen lade en front.",8',NULL
Octaaf,,"In de bas zijn stemkrullen aanwezig, de overige pijpen zijn op lengte gesneden.",4',NULL
Fluit,,"Van C-f² gedekt, het vervolg is conisch, open. ",4',NULL
Quint,,"Is uitgevoerd in prestantmensuur en van C-e van stemkrullen voorzien. ",3',NULL
Octaaf,,,2',NULL
Mixtuur,,,"3-4 st.","<table style="width: 259px;""> <tbody> <tr> <td style=""width: 47px;"">C<br>2<br>1 1/3<br>1<br><br></td> <td style=""width: 41px;"">c<br>2 2/3<br>2<br>1 1/3<br><br></td> <td style=""width: 38px;"">c1<br>4<br>2 2/3<br>2<br><br></td> <td style=""width: 43.75px;"">c2<br>5 1/3<br>4<br>2 2/3<br><br></td> <td style=""width: 52.25px;"">c3<br>8<br>5 1/3<br>4<br>2 2/3</td> </tr> </tbody> </table> <p>&nbsp;</p>""
Trompet,B/D,"Bezit metalen stevels en bekers en loden koppen. Om de stevels zijn messing banden aangebracht. Mogelijk ingesneden expressions aangebracht.",8',NULL
Prestant,,"Van C-H gecombineerd met de Holpijp 8'. ",8',NULL
Holpijp,,"Het groot octaaf is van eiken, het vervolg is van metaal.",8',NULL
Gamba,,"Het groot octaaf is van zink, het vervolg is van metaal met geperste labia; het gehele register is voorzien van expressions.",8',NULL
"Voix Céleste",,,8',NULL
"Flute douce",,"Van C-f² gedekt, de overige pijpen zijn open. ",4,NULL
Woudfluit,,"Is geheel open, cilindrisch.",2',NULL
Bourdon,,"De bas is van eiken en staat afgevoerd tussen lade en front; het vervolg van dit register is van metaal en staat op de lade. ",16',NULL
Prestant,,"Staat van C-a¹ in het front (torens en onderste tussenvelden), het vervolg staat op de lade. ",8',NULL
Bourdon,,"Het groot octaaf is van eiken en staat afgevoerd tussen lade en front. ",8',NULL
Octaaf,,"In de bas zijn stemkrullen aanwezig, de overige pijpen zijn op lengte gesneden. ",4',NULL
Fluit,,"Is van C-f² gedekt, het vervolg is conisch, open. ",4',NULL
